timestamp,ticket,symbol,type,volume,entry_price,exit_price,pips,pnl,exit_reason,confidence,lstm_signal,tcn_signal,lgbm_signal,volatility_regime,session,duration_seconds
2025-12-15 10:20:21,868911560,XAUUSDm,BUY,0.01,4326.65,4326.27,-38.1,-0.46,SL_HIT,0.513,2,2,0,low,asian,-19799.6
2025-12-15 10:20:21,868911594,XAUUSDm,BUY,0.01,4326.73,4326.27,-45.6,-0.45,SL_HIT,0.513,2,2,0,low,asian,-19799.6
2025-12-15 10:24:12,868937610,XAUUSDm,BUY,0.17,4326.97,4325.79,-118.7,-2.72,SL_HIT,0.506,2,2,0,low,asian,-19799.7
2025-12-15 10:24:13,868937993,XAUUSDm,BUY,0.16,4325.95,4326.00,5.2,-3.72,TP_HIT,0.506,2,2,0,low,asian,-19799.7
2025-12-15 10:24:15,868938564,XAUUSDm,BUY,0.12,4326.16,4326.01,-14.7,-2.07,SL_HIT,0.506,2,2,0,low,asian,-19799.6
2025-12-15 10:24:15,868938633,XAUUSDm,BUY,0.12,4326.23,4326.01,-21.9,-1.92,SL_HIT,0.506,2,2,0,low,asian,-19799.7
2025-12-15 10:24:16,868938093,XAUUSDm,BUY,0.14,4325.95,4325.89,-5.9,-4.80,TRAIL_SL,0.506,2,2,0,low,asian,-19796.6
2025-12-15 10:24:17,868938967,XAUUSDm,BUY,0.11,4326.17,4325.89,-28.4,-1.76,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:17,868939042,XAUUSDm,BUY,0.11,4326.17,4325.89,-28.4,-1.76,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:19,868939132,XAUUSDm,BUY,0.08,4326.05,4325.97,-8.3,-1.02,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:24:19,868939148,XAUUSDm,BUY,0.08,4326.05,4325.97,-8.3,-1.28,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:22,868939446,XAUUSDm,BUY,0.06,4326.12,4326.17,4.7,-1.21,TRAIL_SL,0.503,2,2,0,low,asian,-19798.7
2025-12-15 10:24:23,868939555,XAUUSDm,BUY,0.05,4326.37,4326.09,-28.6,-1.49,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:23,868939305,XAUUSDm,BUY,0.07,4326.12,4326.09,-3.8,-1.13,TRAIL_SL,0.503,2,2,0,low,asian,-19797.0
2025-12-15 10:24:24,868939490,XAUUSDm,BUY,0.06,4326.28,4326.08,-20.1,-1.78,SL_HIT,0.503,2,2,0,low,asian,-19798.4
2025-12-15 10:24:24,868939677,XAUUSDm,BUY,0.05,4326.39,4326.16,-22.8,-0.45,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:25,868939939,XAUUSDm,BUY,0.04,4326.33,4326.12,-20.8,-0.77,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:24:26,868940020,XAUUSDm,BUY,0.03,4326.25,4326.15,-10.2,-0.48,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:27,868940042,XAUUSDm,BUY,0.03,4326.28,4326.00,-28.7,-0.93,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:28,868940168,XAUUSDm,BUY,0.02,4326.31,4325.97,-33.5,-0.32,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:29,868940227,XAUUSDm,BUY,0.02,4326.31,4325.94,-36.9,-0.32,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:31,868940292,XAUUSDm,BUY,0.02,4326.13,4325.94,-19.4,-0.32,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:24:31,868940307,XAUUSDm,BUY,0.02,4326.10,4325.93,-16.7,-0.33,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:32,868940387,XAUUSDm,BUY,0.02,4326.10,4325.93,-16.7,-0.32,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:33,868940427,XAUUSDm,BUY,0.02,4326.10,4325.93,-16.2,-0.31,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:24:35,868940562,XAUUSDm,BUY,0.01,4326.26,4326.13,-13.3,-0.16,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:24:36,868940642,XAUUSDm,BUY,0.01,4326.26,4326.13,-13.3,-0.16,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:37,868940710,XAUUSDm,BUY,0.01,4326.29,4326.09,-19.5,-0.21,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:38,868940727,XAUUSDm,BUY,0.01,4326.29,4326.09,-19.5,-0.21,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:24:39,868940876,XAUUSDm,BUY,0.01,4326.25,4326.10,-15.5,-0.15,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:24:40,868940950,XAUUSDm,BUY,0.01,4326.25,4326.10,-15.5,-0.16,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:24:40,868940962,XAUUSDm,BUY,0.01,4326.26,4326.05,-20.2,-0.21,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:41,868941032,XAUUSDm,BUY,0.01,4326.26,4326.10,-15.3,-0.11,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:41,868941045,XAUUSDm,BUY,0.01,4326.21,4326.10,-11.1,-0.11,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:43,868941112,XAUUSDm,BUY,0.01,4326.26,4326.10,-16.2,-0.16,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:43,868941092,XAUUSDm,BUY,0.01,4326.26,4326.10,-16.2,-0.16,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:24:44,868941181,XAUUSDm,BUY,26.31,4326.26,4326.12,-13.9,-420.96,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:45,868941200,XAUUSDm,BUY,26.31,4326.26,4326.12,-13.9,-420.96,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:46,868941259,XAUUSDm,BUY,23.52,4326.28,4326.19,-8.9,-376.32,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:46,868941271,XAUUSDm,BUY,23.52,4326.28,4326.19,-8.9,-376.32,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:48,868940533,XAUUSDm,BUY,0.01,4326.09,4326.15,5.5,-0.11,TRAIL_SL,0.503,2,2,0,low,asian,-19786.4
2025-12-15 10:24:48,868940497,XAUUSDm,BUY,0.01,4326.09,4326.08,-1.1,-0.14,TRAIL_SL,0.503,2,2,0,low,asian,-19785.6
2025-12-15 10:24:49,868941383,XAUUSDm,BUY,21.04,4326.35,4326.05,-30.8,-488.13,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:24:50,868941516,XAUUSDm,BUY,19.49,4326.31,4326.01,-29.9,-311.84,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:51,868941674,XAUUSDm,BUY,0.51,4326.31,4325.94,-37.4,-8.16,SL_HIT,0.503,2,2,0,low,asian,-19799.5
2025-12-15 10:24:51,868941703,XAUUSDm,BUY,16.86,4326.17,4325.94,-23.5,-396.21,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:53,868941755,XAUUSDm,BUY,0.44,4326.17,4325.94,-23.5,-7.04,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:24:53,868941785,XAUUSDm,BUY,15.38,4326.10,4325.94,-16.0,-246.08,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:55,868941878,XAUUSDm,BUY,0.4,4326.10,4325.87,-22.8,-6.40,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:55,868941890,XAUUSDm,BUY,0.4,4326.10,4325.87,-22.8,-6.40,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:24:57,868942021,XAUUSDm,BUY,0.38,4326.11,4325.99,-12.1,-6.08,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:24:58,868942032,XAUUSDm,BUY,0.38,4326.11,4326.00,-11.0,-5.67,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:25:00,868942081,XAUUSDm,BUY,0.34,4326.15,4326.00,-14.9,-5.44,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:25:00,868942108,XAUUSDm,BUY,0.31,4326.15,4326.00,-14.9,-4.96,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:25:01,868942154,XAUUSDm,BUY,0.31,4326.16,4326.00,-16.0,-4.96,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:25:02,868941988,XAUUSDm,BUY,0.38,4326.03,4325.93,-10.2,-6.95,SL_HIT,0.503,2,2,0,low,asian,-19794.6
2025-12-15 10:25:02,868941968,XAUUSDm,BUY,0.38,4326.03,4325.93,-9.4,-4.91,SL_HIT,0.503,2,2,0,low,asian,-19793.9
2025-12-15 10:25:03,868942344,XAUUSDm,BUY,0.31,4326.16,4325.93,-22.5,-4.72,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:25:03,868942361,XAUUSDm,BUY,0.31,4326.16,4325.93,-22.5,-4.72,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:25:04,868942432,XAUUSDm,BUY,0.31,4326.09,4326.00,-8.8,-4.96,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:25:05,868942444,XAUUSDm,BUY,0.31,4326.09,4326.00,-9.6,-4.96,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:25:06,868942500,XAUUSDm,BUY,0.27,4326.16,4326.00,-16.0,-4.32,SL_HIT,0.503,2,2,0,low,asian,-19799.7
2025-12-15 10:25:07,868942512,XAUUSDm,BUY,0.27,4326.16,4326.00,-16.1,-4.35,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:25:08,868942806,XAUUSDm,BUY,0.27,4326.16,4326.00,-16.1,-4.32,SL_HIT,0.503,2,2,0,low,asian,-19799.6
2025-12-15 10:25:08,868942846,XAUUSDm,BUY,0.27,4326.16,4325.99,-16.2,-4.34,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:10,868942920,XAUUSDm,BUY,0.27,4326.16,4325.88,-27.2,-7.32,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:10,868942968,XAUUSDm,BUY,0.27,4326.15,4325.85,-30.4,-5.21,SL_HIT,0.507,2,2,0,low,asian,-19799.5
2025-12-15 10:25:12,868943298,XAUUSDm,BUY,0.27,4326.04,4325.73,-31.6,-4.32,SL_HIT,0.507,2,2,0,low,asian,-19799.6
2025-12-15 10:25:13,868943505,XAUUSDm,BUY,0.27,4326.01,4325.70,-31.2,-4.32,SL_HIT,0.507,2,2,0,low,asian,-19799.5
2025-12-15 10:25:14,868943626,XAUUSDm,BUY,0.28,4325.89,4325.62,-27.1,-6.77,SL_HIT,0.507,2,2,0,low,asian,-19799.6
2025-12-15 10:25:17,868943952,XAUUSDm,BUY,0.26,4325.98,4325.88,-10.2,-2.66,SL_HIT,0.507,2,2,0,low,asian,-19799.6
2025-12-15 10:25:18,868944085,XAUUSDm,BUY,0.24,4326.07,4325.91,-16.0,-3.84,SL_HIT,0.507,2,2,0,low,asian,-19799.6
2025-12-15 10:25:18,868943873,XAUUSDm,BUY,0.26,4325.78,4325.91,13.4,-1.82,TP_HIT,0.507,2,2,0,low,asian,-19797.1
2025-12-15 10:25:19,868944096,XAUUSDm,BUY,0.24,4326.04,4325.91,-12.8,-3.89,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:20,868943848,XAUUSDm,BUY,0.26,4325.86,4325.89,3.0,-2.40,TRAIL_SL,0.507,2,2,0,low,asian,-19794.4
2025-12-15 10:25:21,868944275,XAUUSDm,BUY,0.23,4326.07,4325.86,-21.4,-4.42,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:21,868944008,XAUUSDm,BUY,0.26,4325.98,4325.86,-12.4,-4.73,SL_HIT,0.507,2,2,0,low,asian,-19796.1
2025-12-15 10:25:22,868944262,XAUUSDm,BUY,0.24,4326.07,4325.86,-21.6,-4.61,SL_HIT,0.507,2,2,0,low,asian,-19799.6
2025-12-15 10:25:23,868944365,XAUUSDm,BUY,0.23,4326.02,4325.83,-19.0,-4.56,SL_HIT,0.507,2,2,0,low,asian,-19799.6
2025-12-15 10:25:24,868944386,XAUUSDm,BUY,0.23,4326.05,4325.86,-18.7,-2.87,SL_HIT,0.507,2,2,0,low,asian,-19799.6
2025-12-15 10:25:25,868944438,XAUUSDm,BUY,0.23,4325.99,4325.89,-9.4,-2.97,SL_HIT,0.507,2,2,0,low,asian,-19799.6
2025-12-15 10:25:25,868944448,XAUUSDm,BUY,0.23,4325.99,4325.89,-9.4,-3.68,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:27,868944487,XAUUSDm,BUY,0.22,4326.05,4325.90,-15.0,-3.52,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:27,868944517,XAUUSDm,BUY,0.22,4326.05,4325.90,-15.0,-3.52,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:30,868944616,XAUUSDm,BUY,0.21,4326.06,4326.28,21.7,1.01,TP_HIT,0.507,2,2,0,low,asian,-19798.5
2025-12-15 10:25:30,868944630,XAUUSDm,BUY,0.21,4326.06,4326.28,21.7,1.01,TP_HIT,0.507,2,2,0,low,asian,-19798.2
2025-12-15 10:25:31,868944828,XAUUSDm,BUY,0.18,4326.23,4326.28,5.3,-4.55,TP_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:32,868945031,XAUUSDm,BUY,0.14,4326.44,4326.26,-17.8,-2.24,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:33,868945061,XAUUSDm,BUY,0.14,4326.56,4326.32,-24.0,-1.44,SL_HIT,0.507,2,2,0,low,asian,-19799.6
2025-12-15 10:25:34,868944937,XAUUSDm,BUY,0.18,4326.32,4326.23,-9.7,-3.87,SL_HIT,0.507,2,2,0,low,asian,-19796.0
2025-12-15 10:25:35,868945244,XAUUSDm,BUY,0.14,4326.42,4326.28,-13.7,-1.40,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:35,868945549,XAUUSDm,BUY,0.14,4326.48,4326.28,-19.4,-2.24,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:36,868945594,XAUUSDm,BUY,0.14,4326.39,4326.19,-19.3,-2.01,SL_HIT,0.507,2,2,0,low,asian,-19799.6
2025-12-15 10:25:37,868945614,XAUUSDm,BUY,0.14,4326.44,4326.19,-25.3,-2.01,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:38,868945858,XAUUSDm,BUY,0.14,4326.34,4326.19,-14.4,-2.24,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:40,868946035,XAUUSDm,BUY,0.14,4326.54,4326.40,-13.9,-2.24,SL_HIT,0.507,2,2,0,low,asian,-19799.3
2025-12-15 10:25:41,868946058,XAUUSDm,BUY,0.14,4326.54,4326.40,-14.2,-2.28,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:42,868946184,XAUUSDm,BUY,0.14,4326.56,4326.40,-16.3,-2.24,SL_HIT,0.507,2,2,0,low,asian,-19799.6
2025-12-15 10:25:43,868945959,XAUUSDm,BUY,0.14,4326.35,4326.39,4.1,-0.45,TRAIL_SL,0.507,2,2,0,low,asian,-19795.6
2025-12-15 10:25:44,868946194,XAUUSDm,BUY,0.14,4326.56,4326.61,5.6,0.83,SL_HIT,0.507,2,2,0,low,asian,-19799.6
2025-12-15 10:25:44,868946000,XAUUSDm,BUY,0.14,4326.35,4326.61,26.2,1.08,TP_HIT,0.507,2,2,0,low,asian,-19794.9
2025-12-15 10:25:46,868946389,XAUUSDm,BUY,0.14,4326.56,4326.53,-2.8,-3.46,TRAIL_SL,0.507,2,2,0,low,asian,-19797.6
2025-12-15 10:25:47,868946490,XAUUSDm,BUY,0.14,4326.52,4326.86,34.3,2.08,TP_HIT,0.507,2,2,0,low,asian,-19798.5
2025-12-15 10:25:47,868946513,XAUUSDm,BUY,0.14,4326.77,4326.78,0.4,0.89,SL_HIT,0.507,2,2,0,low,asian,-19799.6
2025-12-15 10:25:47,868946549,XAUUSDm,BUY,0.14,4326.71,4326.78,6.4,1.27,TP_HIT,0.507,2,2,0,low,asian,-19799.6
2025-12-15 10:25:49,868946904,XAUUSDm,BUY,0.14,4327.02,4326.77,-25.4,-2.24,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:50,868947031,XAUUSDm,BUY,0.14,4326.93,4326.78,-14.6,-2.06,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:52,868946913,XAUUSDm,BUY,0.14,4326.69,4326.97,28.4,0.58,TP_HIT,0.507,2,2,0,low,asian,-19796.6
2025-12-15 10:25:53,868947379,XAUUSDm,BUY,0.14,4327.10,4326.97,-12.9,-2.24,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:54,868947347,XAUUSDm,BUY,0.14,4326.94,4326.75,-19.6,-4.94,SL_HIT,0.507,2,2,0,low,asian,-19797.8
2025-12-15 10:25:55,868947251,XAUUSDm,BUY,0.14,4326.93,4326.72,-21.2,-5.96,SL_HIT,0.507,2,2,0,low,asian,-19796.3
2025-12-15 10:25:55,868947653,XAUUSDm,BUY,0.14,4327.13,4326.72,-41.4,-2.66,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:55,868947616,XAUUSDm,BUY,0.14,4327.13,4326.72,-41.4,-2.66,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:58,868947900,XAUUSDm,BUY,0.14,4327.11,4326.95,-16.0,-2.24,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:25:58,868947913,XAUUSDm,BUY,0.14,4327.11,4326.95,-16.0,-2.24,SL_HIT,0.507,2,2,0,low,asian,-19799.7
2025-12-15 10:26:00,868947843,XAUUSDm,BUY,0.14,4326.88,4326.92,4.6,-2.06,TRAIL_SL,0.507,2,2,0,low,asian,-19797.0
2025-12-15 10:26:00,868947870,XAUUSDm,BUY,0.14,4326.91,4326.92,1.6,-2.61,TRAIL_SL,0.507,2,2,0,low,asian,-19797.0
